,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
18408,18409,70000.0,2,2,2,23,0.0,0.0,0.0,0.0,0.0,0.0,45743.0,38365.0,38988.0,38192.0,28775.0,16497.0,1619.0,4000.0,1200.0,592.0,330.0,177.0,0.0
3194,3195,20000.0,2,1,2,38,-1.0,0.0,0.0,3.0,2.0,2.0,3527.0,4556.0,5867.0,5495.0,5126.0,5899.0,1241.0,1700.0,0.0,0.0,1000.0,0.0,1.0
11402,11403,160000.0,1,1,1,47,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1562.0,1499.0,-3.0,-3.0,1274.0,0.0,1503.0,0.0,0.0,1277.0,0.0,0.0,0.0
22202,22203,320000.0,2,1,2,27,1.0,2.0,2.0,2.0,2.0,2.0,43243.0,42537.0,41370.0,40694.0,39606.0,38680.0,2000.0,1500.0,2000.0,1500.0,1500.0,0.0,1.0
27689,27690,30000.0,2,2,2,25,0.0,0.0,0.0,0.0,0.0,0.0,8935.0,9948.0,10971.0,11982.0,12219.0,12475.0,1165.0,1188.0,1199.0,436.0,452.0,458.0,0.0
24664,24665,90000.0,1,2,1,37,1.0,2.0,2.0,0.0,0.0,-2.0,61584.0,62983.0,61107.0,61976.0,326.0,476.0,3000.0,0.0,3000.0,326.0,476.0,476.0,1.0
15840,15841,360000.0,2,2,1,27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5146.0,15381.0,0.0,0.0,0.0,0.0,15381.0,0.0,0.0,0.0,0.0,0.0,0.0
17706,17707,120000.0,2,1,2,34,-1.0,-1.0,-2.0,-1.0,2.0,0.0,17067.0,0.0,0.0,7304.0,7154.0,9055.0,0.0,0.0,7304.0,0.0,5000.0,1857.0,0.0
3455,3456,50000.0,1,2,1,37,0.0,0.0,0.0,0.0,0.0,0.0,27516.0,28871.0,29500.0,28914.0,29529.0,29319.0,2000.0,1435.0,1149.0,1197.0,1009.0,990.0,0.0
13885,13886,210000.0,1,3,1,44,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1525.0,800.0,850.0,2340.0,2380.0,2694.0,800.0,850.0,2340.0,2380.0,2694.0,1530.0,0.0
24749,24750,50000.0,1,2,2,44,0.0,0.0,0.0,2.0,0.0,0.0,47674.0,45472.0,51447.0,49895.0,20317.0,19460.0,1764.0,6739.0,29.0,700.0,704.0,705.0,0.0
14424,14425,210000.0,1,1,2,27,0.0,0.0,0.0,2.0,2.0,0.0,110757.0,113139.0,119812.0,120763.0,118722.0,121249.0,5650.0,10100.0,4400.0,0.0,4500.0,4500.0,0.0
27612,27613,50000.0,2,2,2,25,2.0,2.0,2.0,2.0,2.0,2.0,33995.0,34937.0,34394.0,36509.0,37105.0,37866.0,1800.0,300.0,3000.0,1500.0,1500.0,0.0,1.0
8215,8216,450000.0,1,3,1,42,2.0,0.0,0.0,0.0,0.0,0.0,152652.0,128708.0,100429.0,77069.0,63851.0,36877.0,7032.0,3003.0,10000.0,11000.0,3000.0,58000.0,1.0
13556,13557,200000.0,1,1,2,30,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15521,15522,360000.0,1,2,1,35,-2.0,-2.0,-1.0,2.0,2.0,-2.0,0.0,0.0,1300.0,300.0,0.0,598.0,0.0,1300.0,0.0,0.0,598.0,1352.0,0.0
25284,25285,50000.0,2,2,2,22,0.0,0.0,0.0,0.0,0.0,0.0,45417.0,45009.0,44639.0,52198.0,43181.0,31473.0,2000.0,2000.0,10052.0,2000.0,1136.0,2000.0,0.0
7170,7171,50000.0,2,1,2,23,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16322,16323,130000.0,2,2,1,42,1.0,-2.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,441.0,305.0,0.0,0.0,0.0,441.0,305.0,0.0,0.0,0.0,1.0
1,2,120000.0,2,2,2,26,-1.0,2.0,0.0,0.0,0.0,2.0,2682.0,1725.0,2682.0,3272.0,3455.0,3261.0,0.0,1000.0,1000.0,1000.0,0.0,2000.0,1.0
15337,15338,400000.0,2,1,1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6376.0,4925.0,4382.0,1240.0,167621.0,3284.0,5949.0,4403.0,1250.0,168459.0,3301.0,11168.0,0.0
28594,28595,160000.0,2,2,1,49,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,347.0,2389.0,0.0,0.0,0.0,0.0,2389.0,0.0,0.0,0.0,0.0,0.0,0.0
27146,27147,320000.0,1,2,1,33,0.0,0.0,0.0,0.0,0.0,0.0,254065.0,136709.0,81130.0,103543.0,105623.0,107549.0,68000.0,12000.0,25000.0,3208.0,4031.0,94390.0,0.0
3543,3544,140000.0,1,1,1,41,0.0,0.0,0.0,0.0,0.0,0.0,19853.0,22525.0,25141.0,29701.0,34197.0,38615.0,3000.0,3000.0,5000.0,5000.0,5000.0,3000.0,0.0
14348,14349,100000.0,2,2,2,26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1508.0,6186.0,2208.0,1823.0,1516.0,3378.0,6186.0,2208.0,1823.0,1516.0,3378.0,3431.0,0.0
15661,15662,100000.0,2,2,1,41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1594.0,4612.0,2098.0,3494.0,2086.0,2379.0,4612.0,2099.0,3494.0,2086.0,2379.0,3219.0,0.0
25076,25077,400000.0,1,1,1,50,0.0,0.0,0.0,0.0,0.0,0.0,16241.0,14697.0,12762.0,13043.0,10137.0,8249.0,1217.0,1302.0,1052.0,510.0,305.0,512.0,0.0
21457,21458,180000.0,2,2,2,24,0.0,0.0,0.0,0.0,-1.0,0.0,8031.0,9269.0,9029.0,11186.0,23320.0,6666.0,2009.0,2626.0,3000.0,23320.0,1000.0,1000.0,1.0
16233,16234,200000.0,2,1,2,34,0.0,0.0,0.0,0.0,0.0,0.0,129554.0,116490.0,119279.0,121782.0,125427.0,140460.0,5600.0,6000.0,4300.0,5500.0,17000.0,5300.0,0.0
10899,10900,20000.0,1,3,2,61,2.0,0.0,0.0,-2.0,-2.0,-2.0,18828.0,10400.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0
3993,3994,110000.0,2,2,2,23,0.0,0.0,0.0,0.0,-1.0,0.0,1877.0,2507.0,1320.0,1270.0,63697.0,51866.0,1000.0,1000.0,100.0,63697.0,2427.0,2050.0,1.0
3140,3141,20000.0,2,2,2,49,1.0,2.0,2.0,2.0,0.0,0.0,18718.0,18132.0,19530.0,18950.0,16510.0,19386.0,0.0,3000.0,0.0,1000.0,3000.0,2000.0,1.0
29283,29284,160000.0,1,1,2,25,0.0,0.0,0.0,0.0,0.0,0.0,85748.0,86473.0,89120.0,88854.0,84598.0,86309.0,4000.0,5000.0,3096.0,3100.0,4000.0,5000.0,0.0
8250,8251,150000.0,2,3,1,39,2.0,2.0,0.0,0.0,0.0,0.0,153994.0,147038.0,122498.0,75782.0,71306.0,69737.0,0.0,5000.0,3000.0,3000.0,3000.0,5000.0,0.0
7460,7461,500000.0,1,2,1,41,0.0,0.0,0.0,0.0,0.0,0.0,171565.0,184782.0,152365.0,139757.0,153348.0,127391.0,20241.0,20154.0,20019.0,20151.0,20037.0,21.0,0.0
21400,21401,220000.0,2,1,2,27,-1.0,-1.0,2.0,-1.0,-1.0,0.0,375.0,750.0,375.0,375.0,750.0,375.0,750.0,0.0,375.0,750.0,0.0,420.0,0.0
10648,10649,10000.0,1,1,2,22,0.0,0.0,0.0,0.0,0.0,3.0,4060.0,2774.0,3764.0,4001.0,5134.0,4762.0,1300.0,1200.0,300.0,1200.0,0.0,0.0,0.0
13559,13560,80000.0,1,3,1,65,0.0,0.0,0.0,-1.0,-1.0,-1.0,25043.0,17472.0,8922.0,3932.0,2900.0,0.0,1374.0,1026.0,3944.0,3208.0,0.0,0.0,0.0
14501,14502,30000.0,2,1,2,27,0.0,0.0,0.0,-2.0,-2.0,-2.0,3415.0,4330.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0
17326,17327,90000.0,2,2,3,36,0.0,0.0,0.0,0.0,0.0,0.0,91337.0,91458.0,91049.0,70101.0,28942.0,27508.0,4000.0,3137.0,5094.0,1106.0,1001.0,1201.0,0.0
10750,10751,20000.0,1,2,1,38,0.0,0.0,0.0,0.0,-2.0,-2.0,16619.0,17845.0,19000.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,1.0
5664,5665,50000.0,2,1,2,26,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,349.0,350.0,0.0,0.0,0.0,350.0,351.0,4076.0,0.0
224,225,50000.0,2,3,2,37,1.0,3.0,2.0,0.0,0.0,0.0,52626.0,51537.0,49205.0,30394.0,30249.0,29957.0,0.0,24.0,1500.0,1000.0,1201.0,30592.0,1.0
26859,26860,500000.0,1,3,1,39,0.0,0.0,0.0,0.0,0.0,0.0,41597.0,50849.0,54927.0,57972.0,60224.0,71198.0,10000.0,4927.0,3972.0,3224.0,11980.0,5765.0,0.0
1947,1948,320000.0,1,1,1,33,0.0,0.0,0.0,0.0,0.0,0.0,325445.0,202853.0,57051.0,161651.0,182265.0,0.0,10000.0,15000.0,105000.0,55000.0,0.0,0.0,0.0
650,651,270000.0,1,1,2,32,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1100.0,300.0,-200.0,-200.0,0.0,1100.0,300.0,0.0,0.0,0.0,0.0
2755,2756,240000.0,2,2,2,25,0.0,0.0,0.0,0.0,0.0,0.0,175764.0,178600.0,182639.0,186275.0,190337.0,193961.0,6500.0,7000.0,6680.0,7070.0,6954.0,14870.0,0.0
3322,3323,160000.0,2,1,2,24,0.0,0.0,-2.0,-2.0,-2.0,-2.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15252,15253,180000.0,2,2,1,31,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,384.0,0.0,0.0,0.0,503.0,2156.0,0.0,0.0,0.0,503.0,2343.0,1988.0,1.0
28257,28258,210000.0,2,3,1,36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1168.0,1511.0,0.0,1783.0,1000.0,150.0,1511.0,0.0,1783.0,1000.0,150.0,14780.0,0.0
19929,19930,210000.0,2,2,1,49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11790.0,2230.0,390.0,3470.0,,,,,,,,,
16826,16827,20000.0,1,2,1,40,0.0,0.0,0.0,2.0,0.0,0.0,12129.0,12919.0,14810.0,15267.0,15714.0,16308.0,1300.0,2100.0,1000.0,1000.0,1000.0,1000.0,1.0
8670,8671,260000.0,2,5,1,33,0.0,-1.0,-1.0,0.0,0.0,0.0,3140.0,2740.0,107139.0,105188.0,104418.0,106990.0,2740.0,107139.0,4000.0,4000.0,4696.0,5000.0,0.0
11602,11603,10000.0,1,1,1,50,0.0,0.0,0.0,0.0,0.0,0.0,10043.0,9616.0,9718.0,9916.0,9250.0,7461.0,1194.0,1076.0,274.0,370.0,472.0,375.0,0.0
25242,25243,40000.0,2,1,2,26,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1216.0,776.0,4059.0,13522.0,16416.0,807.0,776.0,4385.0,10000.0,5000.0,807.0,657.0,0.0
15618,15619,90000.0,2,3,2,26,0.0,-1.0,0.0,0.0,0.0,-1.0,3268.0,6745.0,3402.0,8652.0,5381.0,7190.0,6745.0,1131.0,5381.0,4.0,7190.0,0.0,1.0
11078,11079,470000.0,1,3,2,37,2.0,0.0,0.0,0.0,0.0,0.0,499024.0,494290.0,470617.0,398523.0,389927.0,381295.0,20600.0,19000.0,14000.0,13600.0,13600.0,13500.0,1.0
12606,12607,100000.0,1,1,2,27,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,2927.0,831.0,1226.0,330.0,,,,,,,,,
29492,29493,310000.0,1,2,1,31,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,4673.0,3851.0,547.0,3913.0,670.0,2489.0,0.0,547.0,3913.0,670.0,2489.0,656.0,0.0
3151,3152,160000.0,1,3,1,46,2.0,2.0,0.0,0.0,0.0,0.0,168501.0,160421.0,157661.0,73322.0,57835.0,41842.0,0.0,6322.0,2275.0,2343.0,3069.0,77005.0,0.0
25419,25420,30000.0,2,2,2,27,0.0,0.0,0.0,0.0,0.0,0.0,4512.0,6628.0,9222.0,6368.0,1000.0,3070.0,2205.0,2111.0,2376.0,0.0,2070.0,1683.0,0.0
10599,10600,50000.0,1,2,2,23,1.0,2.0,0.0,0.0,0.0,0.0,6226.0,5981.0,6870.0,7038.0,2268.0,5051.0,0.0,1032.0,200.0,285.0,3000.0,2000.0,0.0
27870,27871,140000.0,2,1,2,27,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,3544.0,0.0,0.0,0.0,0.0,3544.0,0.0,0.0,0.0,0.0,0.0
14106,14107,300000.0,2,2,1,49,-1.0,-1.0,-1.0,0.0,0.0,0.0,300.0,97.0,6497.0,5897.0,6005.0,0.0,97.0,6500.0,0.0,408.0,0.0,30000.0,0.0
21238,21239,360000.0,1,1,2,43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,4465.0,300.0,966.0,1730.0,0.0,4465.0,300.0,966.0,1730.0,0.0,969.0,0.0
8287,8288,70000.0,1,2,2,36,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,690.0,25566.0,26227.0,26375.0,26510.0,690.0,25566.0,1066.0,1091.0,1100.0,1312.0,0.0
5512,5513,200000.0,2,3,1,69,2.0,2.0,2.0,2.0,2.0,-2.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12973,12974,250000.0,1,1,2,29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,520.0,2047.0,1155.0,3582.0,580.0,1398.0,2047.0,1155.0,3582.0,580.0,1398.0,1660.0,0.0
28340,28341,20000.0,2,3,3,40,-1.0,-1.0,-1.0,2.0,-1.0,0.0,390.0,390.0,2974.0,2376.0,5262.0,4401.0,390.0,2974.0,0.0,5262.0,88.0,1612.0,1.0
1655,1656,100000.0,2,3,1,31,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,16033.0,1716.0,1200.0,0.0,0.0,1300.0,1716.0,1200.0,0.0,0.0,1300.0,6455.0,0.0
983,984,60000.0,1,3,1,49,0.0,0.0,0.0,0.0,0.0,0.0,44801.0,41545.0,40649.0,40843.0,40612.0,40656.0,3000.0,4506.0,2500.0,1800.0,4200.0,2500.0,0.0
18790,18791,30000.0,2,2,1,28,0.0,0.0,0.0,0.0,0.0,0.0,25344.0,26614.0,27878.0,29103.0,29426.0,29907.0,2000.0,2000.0,2000.0,1100.0,1088.0,1124.0,0.0
23649,23650,20000.0,2,3,1,46,1.0,2.0,2.0,0.0,0.0,2.0,8131.0,9042.0,8753.0,9916.0,10793.0,10400.0,1200.0,0.0,1316.0,1193.0,0.0,0.0,0.0
23491,23492,30000.0,2,3,1,33,,,,,,,29666.0,29033.0,29345.0,29125.0,29859.0,29016.0,1763.0,1676.0,1456.0,1190.0,1056.0,1592.0,0.0
4813,4814,130000.0,2,2,1,42,0.0,0.0,0.0,0.0,0.0,0.0,24565.0,22446.0,23245.0,27410.0,12085.0,9535.0,5000.0,2000.0,5000.0,3000.0,6000.0,2280.0,0.0
2600,2601,130000.0,2,3,2,36,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12920,12921,360000.0,2,1,2,29,0.0,0.0,0.0,0.0,0.0,0.0,27370.0,20750.0,14898.0,7524.0,7524.0,0.0,1328.0,2000.0,150.0,0.0,0.0,0.0,0.0
9190,9191,60000.0,2,2,1,24,3.0,2.0,2.0,2.0,0.0,0.0,33866.0,33041.0,35284.0,31602.0,32221.0,30208.0,0.0,2900.0,0.0,1200.0,1409.0,1115.0,1.0
22781,22782,120000.0,2,2,2,46,0.0,0.0,0.0,0.0,0.0,0.0,68168.0,69187.0,68466.0,42941.0,40718.0,41613.0,2650.0,2884.0,2018.0,1411.0,1504.0,1500.0,0.0
7269,7270,260000.0,2,1,1,42,0.0,-1.0,-1.0,0.0,-1.0,-1.0,8606.0,3856.0,12996.0,8788.0,15104.0,16764.0,3856.0,13000.0,0.0,15104.0,16764.0,9118.0,0.0
17920,17921,50000.0,1,2,2,25,0.0,0.0,0.0,0.0,0.0,0.0,43785.0,38971.0,34836.0,18488.0,19716.0,17932.0,1795.0,1660.0,1272.0,1500.0,644.0,704.0,1.0
20643,20644,140000.0,1,2,1,48,0.0,0.0,0.0,0.0,0.0,0.0,131959.0,117153.0,109570.0,100086.0,76125.0,77720.0,4153.0,3965.0,3211.0,2772.0,2817.0,3211.0,0.0
2748,2749,260000.0,1,2,1,43,0.0,0.0,0.0,0.0,0.0,0.0,175247.0,164173.0,152724.0,153527.0,153375.0,105491.0,8500.0,5950.0,4000.0,3000.0,6000.0,30588.0,1.0
12321,12322,200000.0,2,2,2,26,0.0,0.0,0.0,2.0,2.0,0.0,105433.0,108408.0,116094.0,116289.0,112011.0,106313.0,5498.0,11084.0,3800.0,0.0,4005.0,2911.0,0.0
16560,16561,70000.0,1,1,2,28,0.0,0.0,0.0,0.0,0.0,0.0,19728.0,16923.0,10076.0,33079.0,23188.0,20937.0,8000.0,2000.0,30000.0,5000.0,20000.0,25000.0,0.0
23737,23738,100000.0,2,3,1,49,0.0,0.0,0.0,0.0,0.0,0.0,62049.0,58158.0,57952.0,58627.0,46055.0,43176.0,2247.0,2900.0,2408.0,1689.0,1820.0,2040.0,0.0
15677,15678,30000.0,1,1,2,26,1.0,2.0,2.0,0.0,0.0,0.0,24599.0,23397.0,22721.0,22403.0,21972.0,22512.0,1700.0,0.0,1700.0,900.0,1000.0,900.0,0.0
22394,22395,180000.0,2,2,2,30,0.0,0.0,0.0,0.0,0.0,0.0,23398.0,14445.0,15404.0,19885.0,22355.0,22902.0,1541.0,1500.0,4911.0,10355.0,10902.0,3500.0,0.0
17067,17068,250000.0,2,2,2,25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5211.0,5211.0,6282.0,4140.0,5211.0,5211.0,5211.0,6282.0,4140.0,5211.0,5211.0,5211.0,0.0
21314,21315,50000.0,1,3,3,52,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23480,23481,200000.0,2,1,2,31,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,950.0,0.0,1782.0,669.0,0.0,950.0,0.0,2422.0,669.0,0.0,0.0,0.0
26772,26773,360000.0,1,2,2,30,0.0,0.0,0.0,-1.0,-1.0,-1.0,282222.0,154050.0,0.0,18.0,18.0,18.0,7100.0,0.0,18.0,0.0,0.0,2034.0,0.0
15071,15072,110000.0,1,2,1,35,1.0,2.0,0.0,0.0,0.0,0.0,112829.0,108073.0,110313.0,108986.0,48641.0,46982.0,0.0,6307.0,5093.0,2008.0,2010.0,3000.0,1.0
7599,7600,360000.0,2,2,1,56,0.0,0.0,0.0,0.0,0.0,0.0,500090.0,477461.0,455591.0,430313.0,406010.0,377820.0,15900.0,16489.0,14128.0,13210.0,10442.0,9500.0,0.0
16745,16746,80000.0,1,2,1,43,0.0,0.0,0.0,0.0,0.0,0.0,44620.0,33729.0,40350.0,38812.0,33459.0,31650.0,1582.0,15350.0,1491.0,3459.0,1650.0,9028.0,0.0
22681,22682,60000.0,2,2,1,36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2079.0,6964.0,1013.0,5254.0,2932.0,2248.0,6964.0,1013.0,5254.0,2932.0,2248.0,3000.0,0.0
29374,29375,260000.0,1,2,2,28,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4663,4664,80000.0,1,2,1,34,1.0,-2.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,862.0,41300.0,0.0,0.0,0.0,862.0,41300.0,0.0,0.0,10000.0,0.0
15967,15968,30000.0,2,2,3,35,0.0,0.0,0.0,0.0,0.0,0.0,25952.0,26657.0,27972.0,28628.0,29005.0,29817.0,1440.0,1750.0,1390.0,764.0,1000.0,850.0,1.0
783,784,210000.0,2,1,1,42,1.0,-2.0,-1.0,-1.0,-2.0,-2.0,0.0,0.0,2490.0,0.0,0.0,0.0,0.0,2490.0,0.0,0.0,0.0,0.0,1.0
11213,11214,120000.0,1,2,2,34,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,67.0,0.0,0.0,222.0,836.0,1259.0,0.0,0.0,222.0,836.0,1259.0,2797.0,0.0
7553,7554,50000.0,2,2,1,38,0.0,0.0,0.0,-2.0,-2.0,-2.0,3239.0,4166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
13957,13958,20000.0,2,1,2,33,1.0,3.0,3.0,2.0,2.0,2.0,16180.0,16635.0,16082.0,15529.0,16525.0,16110.0,1000.0,0.0,0.0,1400.0,0.0,1504.0,0.0
14772,14773,30000.0,1,3,1,44,0.0,0.0,0.0,0.0,0.0,0.0,10056.0,11387.0,12192.0,12986.0,13775.0,14393.0,1500.0,1300.0,1000.0,1000.0,1000.0,1000.0,0.0
28172,28173,150000.0,2,2,1,44,0.0,0.0,0.0,0.0,0.0,0.0,49716.0,50198.0,50543.0,50774.0,51074.0,50425.0,2000.0,1845.0,1772.0,1768.0,1808.0,1764.0,0.0
5686,5687,190000.0,1,1,1,31,0.0,0.0,0.0,0.0,0.0,0.0,158416.0,124910.0,95406.0,95313.0,48731.0,87197.0,6004.0,5148.0,5313.0,3000.0,40000.0,0.0,0.0
7552,7553,120000.0,2,1,2,26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2897.0,481.0,721.0,444.0,710.0,1920.0,485.0,721.0,444.0,710.0,1920.0,0.0,0.0
27615,27616,120000.0,2,2,2,27,2.0,2.0,2.0,2.0,2.0,2.0,120649.0,123203.0,119820.0,124755.0,99423.0,101718.0,6000.0,0.0,8500.0,0.0,11345.0,3700.0,1.0
9592,9593,300000.0,2,1,1,31,0.0,0.0,0.0,0.0,0.0,0.0,149893.0,152529.0,152882.0,113347.0,114554.0,116357.0,7000.0,6000.0,4084.0,4056.0,4300.0,6609.0,0.0
4581,4582,210000.0,1,1,1,43,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,880.0,724.0,844.0,-36.0,-916.0,1030.0,724.0,1000.0,0.0,0.0,3000.0,670.0,1.0
20794,20795,280000.0,1,1,2,35,1.0,-2.0,-2.0,-1.0,-1.0,-2.0,-2.0,399.0,182.0,4411.0,976.0,4968.0,401.0,183.0,4429.0,981.0,4992.0,4517.0,0.0
25822,25823,420000.0,2,2,1,46,0.0,0.0,0.0,0.0,0.0,0.0,254275.0,249677.0,232028.0,233055.0,191518.0,192313.0,10004.0,11020.0,10238.0,10022.0,7000.0,6000.0,0.0
8185,8186,20000.0,1,3,1,41,,,,,,,13225.0,13655.0,14461.0,13221.0,12591.0,12631.0,1700.0,2100.0,0.0,458.0,1000.0,1000.0,1.0
23477,23478,100000.0,2,2,2,30,1.0,2.0,0.0,0.0,2.0,2.0,31708.0,30904.0,31953.0,34308.0,34951.0,34261.0,0.0,1850.0,3200.0,1500.0,0.0,1500.0,1.0
4258,4259,310000.0,2,1,1,37,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,325.0,4373.0,26863.0,7443.0,4221.0,8172.0,4373.0,26863.0,7443.0,0.0,8172.0,31362.0,0.0
15569,15570,300000.0,1,1,1,39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20938.0,21064.0,26041.0,18158.0,18147.0,45199.0,21169.0,26171.0,18249.0,18238.0,45301.0,120.0,0.0
3441,3442,110000.0,1,1,2,33,0.0,0.0,2.0,2.0,2.0,2.0,39768.0,44333.0,43320.0,48236.0,49195.0,48253.0,5548.0,0.0,5651.0,1876.0,0.0,2000.0,0.0
28468,28469,500000.0,2,2,1,34,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17172.0,34674.0,6229.0,11534.0,12482.0,18192.0,35454.0,6229.0,11534.0,12564.0,18192.0,32550.0,0.0
14743,14744,500000.0,2,1,2,29,0.0,0.0,-1.0,0.0,0.0,-1.0,82715.0,29004.0,104650.0,75583.0,26728.0,78226.0,7057.0,134011.0,8000.0,10000.0,78226.0,50000.0,0.0
6786,6787,120000.0,2,2,1,30,0.0,0.0,0.0,0.0,0.0,0.0,84094.0,85804.0,86212.0,87003.0,88833.0,92348.0,3081.0,4001.0,3114.0,3232.0,5000.0,4000.0,0.0
26123,26124,220000.0,2,2,2,47,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,1526.0,1122.0,-11.0,12597.0,44375.0,0.0,1122.0,0.0,12608.0,44375.0,0.0,0.0,0.0
9110,9111,380000.0,1,1,1,46,2.0,2.0,2.0,2.0,2.0,2.0,88069.0,90418.0,88327.0,92492.0,94617.0,96579.0,4400.0,0.0,6300.0,3500.0,3400.0,0.0,1.0
10551,10552,220000.0,1,1,1,36,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0,0.0
7443,7444,170000.0,1,3,2,26,2.0,0.0,0.0,0.0,0.0,0.0,74453.0,66087.0,60649.0,61408.0,59390.0,57037.0,5020.0,3003.0,3009.0,2013.0,3041.0,3000.0,1.0
18317,18318,40000.0,2,2,1,25,0.0,0.0,0.0,0.0,0.0,2.0,40633.0,40633.0,40311.0,39380.0,41389.0,40628.0,1950.0,4300.0,2000.0,2938.0,0.0,3700.0,1.0
736,737,150000.0,2,3,2,28,0.0,0.0,0.0,0.0,0.0,0.0,101593.0,101886.0,101441.0,100829.0,101913.0,96704.0,4000.0,4032.0,3410.0,4000.0,3665.0,3050.0,0.0
19162,19163,290000.0,2,2,1,47,0.0,0.0,0.0,0.0,0.0,0.0,244377.0,244394.0,244535.0,244518.0,243689.0,241125.0,10000.0,10000.0,10000.0,9009.0,9031.0,9000.0,0.0
13080,13081,180000.0,2,1,2,33,0.0,0.0,0.0,0.0,0.0,0.0,18205.0,22876.0,26930.0,29530.0,47722.0,2500.0,5000.0,5000.0,3000.0,0.0,0.0,2598.0,0.0
18306,18307,230000.0,2,3,0,30,-1.0,-1.0,-1.0,2.0,0.0,-1.0,291.0,763.0,2403.0,2205.0,1210.0,291.0,763.0,2403.0,0.0,0.0,291.0,291.0,0.0
21033,21034,20000.0,1,2,1,36,3.0,2.0,2.0,2.0,2.0,2.0,17500.0,16926.0,19260.0,18653.0,20041.0,19582.0,0.0,2921.0,0.0,1702.0,0.0,1594.0,1.0
9792,9793,150000.0,2,2,1,28,0.0,0.0,0.0,0.0,0.0,0.0,99294.0,96094.0,97642.0,70371.0,72257.0,72536.0,5008.0,5000.0,2499.0,3000.0,2789.0,2439.0,0.0
